tile_name,area_ha_projected,distance_to_2022_m
dop20rgbi_32_356_5500_2_rp_2023_014_014,0.0825086079991883,2664.7244622510557
dop20rgbi_32_356_5500_2_rp_2023_014_016,0.30945958399427065,2402.8404524418775
dop20rgbi_32_356_5500_2_rp_2023_014_017,0.5880284159928114,2320.320768633794
dop20rgbi_32_356_5500_2_rp_2023_014_019,0.49235563795301107,2104.613432611783
dop20rgbi_32_356_5500_2_rp_2023_015_008,0.44013820799853093,3209.259403784512
dop20rgbi_32_356_5500_2_rp_2023_015_017,0.14710131200234325,2379.0973927245595
dop20rgbi_32_356_5500_2_rp_2023_015_017,0.0002487360000313502,2319.122213231158
dop20rgbi_32_356_5500_2_rp_2023_016_007,0.005535999998888932,3353.524129599553
dop20rgbi_32_356_5500_2_rp_2023_016_014,0.40149577599557523,2617.8516076878864
dop20rgbi_32_356_5500_2_rp_2023_016_015,0.2964242239947385,2555.2324088533355
dop20rgbi_32_356_5500_2_rp_2023_016_017,0.05065132308052427,2332.521117444811
dop20rgbi_32_356_5500_2_rp_2023_016_017,0.023581434159650715,2322.8054354355486
dop20rgbi_32_356_5500_2_rp_2023_016_017,0.0015362653096749246,2319.48270092742
dop20rgbi_32_356_5500_2_rp_2023_016_018,0.000940568657692558,2330.896286628195
dop20rgbi_32_356_5500_2_rp_2023_016_018,0.025259727836020495,2306.0958826708616
dop20rgbi_32_356_5500_2_rp_2023_016_018,0.04727142324373816,2278.2694057198005
dop20rgbi_32_356_5500_2_rp_2023_017_007,0.14844799999974936,3347.9884361280792
dop20rgbi_32_356_5500_2_rp_2023_018_010,0.1582933120014863,3052.260434470636
dop20rgbi_32_356_5500_2_rp_2023_018_011,0.1858186880008089,2989.5477781122318
dop20rgbi_32_356_5500_2_rp_2023_018_014,0.0032012479996291246,2647.640458951503
dop20rgbi_32_356_5500_2_rp_2023_019_010,0.4034395199953742,3059.4117081287877
dop20rgbi_32_356_5500_2_rp_2023_019_010,0.006672000002448448,3108.967967490958
dop20rgbi_32_356_5500_2_rp_2023_019_011,0.1216484799972803,3008.07740775655
dop20rgbi_32_356_5500_2_rp_2023_020_010,0.1860479999975619,3109.0580024966316
dop20rgbi_32_356_5500_2_rp_2023_020_015,0.031063639742971594,2619.963116536246
dop20rgbi_32_356_5500_2_rp_2023_020_016,0.02986117644820319,2602.9479034341584
dop20rgbi_32_356_5502_2_rp_2023_001_014,0.45701599999601494,2599.999999975125
dop20rgbi_32_356_5502_2_rp_2023_001_015,0.2829788487266286,2499.9999999761058
dop20rgbi_32_356_5502_2_rp_2023_001_015,0.4063873313535127,2533.8286445787603
dop20rgbi_32_356_5502_2_rp_2023_001_019,0.03724185599991512,2099.999999979976
dop20rgbi_32_356_5502_2_rp_2023_001_020,0.03923814399991931,2073.2311999801896
