roc_auc,pr_auc,precision_at_0.5,recall_at_0.5,f1_at_0.5,top_10_percent_capture
0.8202045501249677,0.7038245578606386,0.5882352941176471,0.6517571884984026,0.6183692027887239,0.29456869009584663
