label_year,polygon_count,labelled_area_ha,median_polygon_ha,maximum_polygon_ha,aoi_area_ha,aoi_labelled_percent
2022,1583,282.2473358947132,0.0802963041325597,1.0000000000037834,9791.439376731982,2.882592896049946
2023,1431,285.5040305124741,0.09508812799791969,0.999999999999709,9791.439376731982,2.9158535280413975
