label_year,patch_row,patch_col,target,positive_fraction,ndvi_recent,ndre_recent,nbr_recent,ndvi_prior,ndre_prior,nbr_prior,ndvi_change,ndre_change,nbr_change,ndvi_std,ndre_std,valid_fraction,spatial_block
2022,46,131,1,0.56,0.6537806,0.41606465,0.41428277,0.6436693,0.40947732,0.45017368,0.010111282,0.006587311,-0.035890926,0.1651193,0.11286933,0.86,2022_4_13
2022,46,170,1,0.08,0.66195846,0.4529122,0.45096725,0.61070627,0.39853385,0.45748565,0.051252138,0.054378368,-0.0065183747,0.1779208,0.13574739,0.8566666666666667,2022_4_17
2022,46,171,1,0.52,0.7266764,0.4808157,0.42259547,0.73383826,0.4659404,0.5356506,-0.0071618627,0.014875338,-0.11305516,0.12826276,0.10819664,0.85,2022_4_17
2022,46,172,1,0.16,0.69734,0.4639784,0.4421195,0.72906446,0.48890755,0.5735057,-0.031724464,-0.024929091,-0.13138622,0.12618315,0.11419031,0.86,2022_4_17
2022,46,173,1,0.08,0.65384734,0.4496187,0.40181476,0.7197734,0.46133992,0.5598365,-0.06592607,-0.011721199,-0.15802172,0.14828879,0.1242418,0.8766666666666667,2022_4_17
2022,47,126,1,0.64,0.6265216,0.4247815,0.4028888,0.6971946,0.4564699,0.5152934,-0.07067298,-0.031688355,-0.11240458,0.1212014,0.09366094,0.8566666666666667,2022_4_12
2022,47,127,1,0.72,0.6944089,0.45905593,0.42398316,0.7272394,0.49037457,0.5386545,-0.032830548,-0.03131863,-0.114671305,0.14111447,0.10055253,0.8333333333333335,2022_4_12
2022,47,128,1,1.0,0.6644434,0.43546224,0.3930313,0.65965307,0.4311298,0.4390315,0.004790287,0.004332447,-0.046000198,0.11497505,0.0830872,0.8333333333333335,2022_4_12
2022,47,129,1,0.92,0.63427943,0.41030186,0.41340256,0.71852094,0.45975226,0.5033795,-0.08424154,-0.049450397,-0.089976914,0.09814711,0.074965924,0.8333333333333335,2022_4_12
2022,47,130,1,0.36,0.6934215,0.44270948,0.44841546,0.7081311,0.45157662,0.5096306,-0.014709601,-0.008867217,-0.061215192,0.16778256,0.12213621,0.8733333333333333,2022_4_13
2022,47,131,1,0.12,0.6925706,0.4296521,0.46074212,0.68923706,0.4228622,0.5482946,0.00333354,0.0067899106,-0.08755248,0.22697914,0.15389611,0.91,2022_4_13
2022,47,170,1,0.24,0.62858385,0.42389593,0.36748353,0.6646742,0.4493463,0.45587885,-0.03609038,-0.025450444,-0.088395424,0.15238735,0.12890548,0.8766666666666667,2022_4_17
2022,47,171,1,1.0,0.55304056,0.37470195,0.2813738,0.74203223,0.50205404,0.5325931,-0.18899174,-0.12735216,-0.25121936,0.094629616,0.077309825,0.9166666666666665,2022_4_17
2022,47,172,1,0.88,0.67180353,0.47943306,0.42578116,0.79205674,0.5611905,0.6085226,-0.1202532,-0.08175744,-0.18274136,0.09670637,0.08424434,0.8733333333333333,2022_4_17
2022,47,173,1,0.52,0.6962352,0.47909796,0.45317486,0.757973,0.51136583,0.5886544,-0.061737794,-0.032267895,-0.13547951,0.14842251,0.12374603,0.85,2022_4_17
